01	540692
02	1463802
03	326564
04	363555
05	1182013
06	319574
07	1698428
08	1427766
09	4205072
10	615419
11	2257943
12	1182214
13	1048451
14	3256882
15	6507365
16	1699569
17	802856
18	467031
19	2150819
20	1283262
21	2267222
22	863776
23	690682
24	987058
25	1162695
26	1178848
27	861144
28	1355011
29	495846
30	2956089
31	868376
32	506456
